95915,"5087.1","1609-10- T00:00:00Z","1610-07- T00:00:00Z","Bantam","Enkhuizen","Bantam-Enkhuizen",111
95916,"5088.1","1610-01-10T00:00:00Z","1610-07-25T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95917,"5089.1","1610-01-10T00:00:00Z","1610-07-21T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95918,"5090.2","1610-09-02T00:00:00Z","1611-06-30T00:00:00Z","Bantam","Rotterdam","Bantam-Rotterdam",112
95919,"5091.2","1610-09-04T00:00:00Z","1611-06-28T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95920,"5092.2","1610-11-14T00:00:00Z","1611-06-30T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95921,"5093.2","1610-12- T00:00:00Z","1611-06-28T00:00:00Z","Mauritius","Texel","Mauritius-Texel",113
95922,"5094.1","1611-02- T00:00:00Z","1611-08- T00:00:00Z","Bantam","Goeree","Bantam-Goeree",110
95923,"5095.2","1611-02- T00:00:00Z","1611-08- T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95924,"5096.1","1611-09-24T00:00:00Z","1612-07-18T00:00:00Z","Bantam","Wielingen","Bantam-Wielingen",108
95925,"5097.2","1611-10-13T00:00:00Z","1612-07-19T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95926,"5098.2","1612-10-15T00:00:00Z","1613-09-30T00:00:00Z","Bantam","Amelander Gat","Bantam-Amelander Gat",114
95927,"5099.1","1612-12-05T00:00:00Z","1613-10- T00:00:00Z","Bantam","Amelander Gat","Bantam-Amelander Gat",114
95928,"5100.3","1612-12-05T00:00:00Z","T00:00:00Z","Bantam",\N,"Bantam",20
95929,"5101.2","1612-12-05T00:00:00Z","1613-09-28T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95930,"5102.2","1614-01-01T00:00:00Z","1614-08-06T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95931,"5103.2","1614-01-01T00:00:00Z","1614-08-03T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95932,"5104.1","1614-11-10T00:00:00Z","1615-04-24T00:00:00Z","Bantam","Rotterdam","Bantam-Rotterdam",112
95933,"5105.2","1614-12-27T00:00:00Z","T00:00:00Z","Bantam",\N,"Bantam",20
95934,"5106.2","1614-12-27T00:00:00Z","1615-1615-1615T00:00:00Z","Bantam","Maas","Bantam-Maas",115
95935,"5107.2","1614-12-27T00:00:00Z","T00:00:00Z","Bantam",\N,"Bantam",20
95936,"5108.3","1614-12-27T00:00:00Z","T00:00:00Z","Bantam",\N,"Bantam",20
95937,"5109.1","1615-05- T00:00:00Z","1615-12-13T00:00:00Z","Mauritius","Texel","Mauritius-Texel",113
95938,"5110.1","1615-10-27T00:00:00Z","1616-06-04T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95939,"5111.1","1615-12-26T00:00:00Z","1616-08-30T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95940,"5112.3","1616-01-01T00:00:00Z","1616-09-28T00:00:00Z","Bantam","Goeree","Bantam-Goeree",110
95941,"5113.1","1616-01-15T00:00:00Z","1616-09-27T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95942,"5114.1","1616-03-31T00:00:00Z","1616-09-10T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95943,"5115.1","1616-05-12T00:00:00Z","1617-03-27T00:00:00Z","Masulipatnam","Goeree","Masulipatnam-Goeree",116
95944,"5116.2","1616-10-12T00:00:00Z","1617-03-27T00:00:00Z","Bantam","Goeree","Bantam-Goeree",110
95945,"5117.1","1616-12-13T00:00:00Z","1617-07-02T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95946,"5118.1","1616-12-13T00:00:00Z","1617-06-30T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95947,"5119.1","1617-03-31T00:00:00Z","1617-10-05T00:00:00Z","Bantam","Vlissingen","Bantam-Vlissingen",107
95948,"5120.2","1617-11-02T00:00:00Z","1618-04-13T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95949,"5121.1","1617-11-06T00:00:00Z","1618-06-02T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95950,"5122.1","1617-12-17T00:00:00Z","1618-10-16T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95951,"5123.1","1617-12-17T00:00:00Z","1618-07-24T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95952,"5124.1","1617-12-17T00:00:00Z","1618-10-16T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95953,"5125.1","1618-01-18T00:00:00Z","1618-07-21T00:00:00Z","Bantam","Texel","Bantam-Texel",102
95954,"5126.1","1618-01-18T00:00:00Z","1618-07-23T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95955,"5127.1","1618-03-11T00:00:00Z","1618-11-15T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95956,"5128.2","1618-06-25T00:00:00Z","1619-01-04T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95957,"5129.1","1618-07-25T00:00:00Z","1619-01-22T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95958,"5130.1","1618-07-25T00:00:00Z","1619-05-31T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95959,"5131.2","1618-11-12T00:00:00Z","1619-05-31T00:00:00Z","Bantam","Zeeland","Bantam-Zeeland",103
95960,"5132.3","1619-01-11T00:00:00Z","1619-08-20T00:00:00Z","Bantam","Goeree","Bantam-Goeree",110
95961,"5133.2","1619-08-06T00:00:00Z","1620-01-20T00:00:00Z","Jacatra","Texel","Jacatra-Texel",118
95962,"5134.1","1619-10-07T00:00:00Z","1620 (!)-05-23T00:00:00Z","Jacatra","Goeree","Jacatra-Goeree",119
95963,"5135.2","1619-10-15T00:00:00Z","1620-03-13T00:00:00Z","Coromandel","Texel","Coromandel-Texel",120
95964,"5136.1","1620-01-28T00:00:00Z","1620-08-13T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95965,"5137.3","1620-01-22T00:00:00Z","1620-07-26T00:00:00Z","Jacatra","Goeree","Jacatra-Goeree",119
95966,"5138.2","1620-01-22T00:00:00Z","1620-08-16T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95967,"5139.3","1620-05-11T00:00:00Z","1621-03-04T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95968,"5140.1","1620-07-31T00:00:00Z","1621-02-04T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95969,"5141.2","1620-10-26T00:00:00Z","1621-06-11T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95970,"5142.1","1621-01-07T00:00:00Z","1621-07-17T00:00:00Z","Jacatra","Texel","Jacatra-Texel",118
95971,"5143.3","1621-01-07T00:00:00Z","1621-1621-1621T00:00:00Z","Jacatra",\N,"Jacatra",121
95972,"5144.1","1621-04-08T00:00:00Z","1622-02-24T00:00:00Z","Jacatra","Zeeland","Jacatra-Zeeland",117
95973,"5145.1","1621-05-20T00:00:00Z","1622-04-27T00:00:00Z","Masulipatnam","Texel","Masulipatnam-Texel",122
95974,"5146.1","1621-07-09T00:00:00Z","1622-02-27T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95975,"5147.1","1621-11-16T00:00:00Z","1622-06-24T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95976,"5148.1","1621-11-16T00:00:00Z","1622-06-21T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95977,"5149.1","1621-11-25T00:00:00Z","1622-12- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95978,"5150.1","1622-01-21T00:00:00Z","1622-09-24T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95979,"5151.3","1622-01-21T00:00:00Z","1622-08-16T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95980,"5152.4","1622-03-30T00:00:00Z","1622-1622-1622T00:00:00Z","Batavia",\N,"Batavia",61
95981,"5153.1","1622-03-30T00:00:00Z","1622-12- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95982,"5154.1","1622-09-06T00:00:00Z","1623-05-19T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95983,"5155.2","1622-11-06T00:00:00Z","1623-11- T00:00:00Z","Masulipatnam",\N,"Masulipatnam",125
95984,"5156.1","1623-02-01T00:00:00Z","1623-09- T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95985,"5157.1","1623-02-01T00:00:00Z","1623-09- T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95986,"5158.4","1623-02-01T00:00:00Z","1623-09-09T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95987,"5159.3","1623-02-01T00:00:00Z","1623-09-09T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95988,"5160.2","1623-02-24T00:00:00Z","1623-10-25T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
95989,"5161.1","1623-04-20T00:00:00Z","1623-11- T00:00:00Z","Tegenapatnam",\N,"Tegenapatnam",127
95990,"5162.1","1624-01-03T00:00:00Z","1624-05-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
95991,"5163.1","1624-01-08T00:00:00Z","1624-08-24T00:00:00Z","Surat","Texel","Surat-Texel",128
95992,"5164.1","1624-01-31T00:00:00Z","1624-09-17T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
95993,"5165.2","1624-01-30T00:00:00Z","1624-11-16T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95994,"5166.2","1624-01-30T00:00:00Z","1624-09-16T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
95995,"5167.2","1624-08-24T00:00:00Z","1625-05-29T00:00:00Z","Coromandel","Zeeland","Coromandel-Zeeland",129
95996,"5168.2","1625-01-27T00:00:00Z","T00:00:00Z","Batavia",\N,"Batavia",61
95997,"5169.2","1625-01-27T00:00:00Z","1625-11-25T00:00:00Z","Batavia","Vlissingen","Batavia-Vlissingen",130
95998,"5170.2","1625-01-27T00:00:00Z","T00:00:00Z","Batavia",\N,"Batavia",61
95999,"5171.3","1625-04-23T00:00:00Z","1626-02-11T00:00:00Z","Surat","Texel","Surat-Texel",128
96000,"5172.1","1625-04-23T00:00:00Z","1626-03-19T00:00:00Z","Surat","Texel","Surat-Texel",128
96001,"5173.2","1625-05-25T00:00:00Z","1626-03-21T00:00:00Z","Masulipatnam","Texel","Masulipatnam-Texel",122
96002,"5174.1","1625-10-25T00:00:00Z","1626-07-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96003,"5175.2","1625-10-25T00:00:00Z","1626-07-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96004,"5176.1","1626-03-08T00:00:00Z","1626-12-15T00:00:00Z","Masulipatnam","Maas","Masulipatnam-Maas",131
96005,"5177.1","1626-02-02T00:00:00Z","1626-09-21T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96006,"5178.1","1626-02-02T00:00:00Z","1626-09- T00:00:00Z","Batavia",\N,"Batavia",61
96007,"5179.2","1626-02-02T00:00:00Z","1626-09- T00:00:00Z","Batavia","Maas","Batavia-Maas",132
96008,"5180.1","1626-02-02T00:00:00Z","1627-05-26T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96009,"5181.2","1626-12-12T00:00:00Z","1627-07-25T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96010,"5182.3","1626-12-12T00:00:00Z","1627-07-25T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96011,"5183.3","1626-12-12T00:00:00Z","1627-07-25T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96012,"5184.3","1626-12-25T00:00:00Z","1628-10- T00:00:00Z","Surat","Texel","Surat-Texel",128
96013,"5185.1","1626-12-25T00:00:00Z","1628-09-30T00:00:00Z","Surat","Texel","Surat-Texel",128
96014,"5186.4","1626-12-25T00:00:00Z","1628-10- T00:00:00Z","Surat","Texel","Surat-Texel",128
96015,"5187.2","1626-12-27T00:00:00Z","1627-07-25T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96016,"5188.2","1627-11-06T00:00:00Z","1628-06-02T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96017,"5189.1","1627-11-06T00:00:00Z","1628-06-02T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96018,"5190.1","1627-11-06T00:00:00Z","1628-06-02T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96019,"5191.1","1627-11-06T00:00:00Z","1628-06-28T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96020,"5192.3","1627-11-06T00:00:00Z","1628-06-28T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96021,"5193.4","1627-12-20T00:00:00Z","1628-06-22T00:00:00Z","Surat","Texel","Surat-Texel",128
96022,"5194.1","1628-01-06T00:00:00Z","1628-11-08T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96023,"5195.3","1628-11-03T00:00:00Z","1629-07-18T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96024,"5196.1","1628-11-03T00:00:00Z","1629-07-11T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96025,"5197.1","1628-11-03T00:00:00Z","1629-07-10T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96026,"5198.1","1628-11-03T00:00:00Z","1629-07-10T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96027,"5199.1","1628-11-03T00:00:00Z","1629-07-11T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96028,"5200.3","1628-11-17T00:00:00Z","1629-07-11T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96029,"5201.1","1629-03-18T00:00:00Z","1629-10-12T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96030,"5202.3","1629-12-18T00:00:00Z","1630-07-06T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96031,"5203.5","1629-12-18T00:00:00Z","T00:00:00Z","Batavia",\N,"Batavia",61
96032,"5204.2","1629-12-18T00:00:00Z","1630-07- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96033,"5205.2","1629-12-18T00:00:00Z","1630-06-06T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96034,"5206.4","1629-12-18T00:00:00Z","1630-06-07T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96035,"5207.4","1629-12-18T00:00:00Z","1630-07-07T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96036,"5208.2","1629-12-18T00:00:00Z","1630-07-06T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96037,"5209.1","1629-12-18T00:00:00Z","1630-06-06T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96038,"5210.1","1629-12-18T00:00:00Z","1630-07-06T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96039,"5211.4","1631-03-08T00:00:00Z","1631-10-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96040,"5212.1","1631-03-08T00:00:00Z","1631-10- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96041,"5213.1","1631-03-08T00:00:00Z","1631-10-10T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96042,"5214.1","1631-03-08T00:00:00Z","1631-10-09T00:00:00Z","Batavia","Amelander Gat","Batavia-Amelander Gat",133
96043,"5215.4","1631-03-08T00:00:00Z","1631-10-09T00:00:00Z","Batavia","Amelander Gat","Batavia-Amelander Gat",133
96044,"5216.1","1631-03-08T00:00:00Z","1631-10-07T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96045,"5217.1","1631-03-08T00:00:00Z","1631-10-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96046,"5218.3","1632-01-06T00:00:00Z","1632-08-06T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96047,"5219.3","1632-01-06T00:00:00Z","1632-08-06T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96048,"5220.2","1632-01-06T00:00:00Z","1632-08-06T00:00:00Z","Batavia","Amelander Gat","Batavia-Amelander Gat",133
96049,"5221.1","1632-01-06T00:00:00Z","1632-08- T00:00:00Z","Batavia",\N,"Batavia",61
96050,"5222.1","1632-01-06T00:00:00Z","1632-08-06T00:00:00Z","Batavia","Amelander Gat","Batavia-Amelander Gat",133
96051,"5223.1","1632-02-28T00:00:00Z","1633-05-02T00:00:00Z","Surat","Texel","Surat-Texel",128
96052,"5224.2","1632-03-02T00:00:00Z","1633-05-01T00:00:00Z","Surat","Zeeland","Surat-Zeeland",135
96053,"5225.1","1632-12-04T00:00:00Z","1633-07-12T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96054,"5226.5","1632-12-04T00:00:00Z","1633-07-16T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96055,"5227.1","1632-12-04T00:00:00Z","1633-07-12T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96056,"5228.3","1632-12-04T00:00:00Z","1633-07-12T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96057,"5229.2","1632-12-04T00:00:00Z","1633-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96058,"5230.1","1632-12-14T00:00:00Z","1633-07-16T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96059,"5231.1","1633-01-17T00:00:00Z","1633-07-15T00:00:00Z","Surat","Texel","Surat-Texel",128
96060,"5232.1","1633-11-13T00:00:00Z","1634-06- T00:00:00Z","Surat","Goeree","Surat-Goeree",136
96061,"5233.2","1633-11-13T00:00:00Z","1634-06-27T00:00:00Z","Surat","Texel","Surat-Texel",128
96062,"5234.3","1633-12-18T00:00:00Z","1634-06-27T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96063,"5235.2","1633-12-18T00:00:00Z","1634-06-27T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96064,"5236.2","1633-12-21T00:00:00Z","1634-06-29T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96065,"5237.1","1633-12-30T00:00:00Z","1634-06-27T00:00:00Z","Surat","Texel","Surat-Texel",128
96066,"5238.2","1633-12-30T00:00:00Z","1634-06- T00:00:00Z","Surat","Zeeland","Surat-Zeeland",135
96067,"5239.2","1634-12-25T00:00:00Z","1635-07-17T00:00:00Z","Gamron","Texel","Gamron-Texel",137
96068,"5240.2","1634-12-30T00:00:00Z","1635-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96069,"5241.3","1634-12-30T00:00:00Z","1635-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96070,"5242.1","1634-12-30T00:00:00Z","1635-07-17T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96071,"5243.1","1635-01-05T00:00:00Z","1635-07-17T00:00:00Z","Surat","Texel","Surat-Texel",128
96072,"5244.1","1635-01-05T00:00:00Z","1635-07-17T00:00:00Z","Surat","Goeree","Surat-Goeree",136
96073,"5245.2","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96074,"5246.6","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96075,"5247.2","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96076,"5248.1","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96077,"5249.4","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96078,"5250.3","1636-01-05T00:00:00Z","1636-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96079,"5251.4","1636-01-10T00:00:00Z","1636-08-04T00:00:00Z","Surat","Wielingen","Surat-Wielingen",138
96080,"5252.2","1636-02-09T00:00:00Z","1636-10-16T00:00:00Z","Surat","Texel","Surat-Texel",128
96081,"5253.2","1636-12-29T00:00:00Z","1637-08-01T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96082,"5254.3","1636-12-29T00:00:00Z","1637-10-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96083,"5255.4","1636-12-29T00:00:00Z","T00:00:00Z","Batavia",\N,"Batavia",61
96084,"5256.2","1636-12-29T00:00:00Z","1637-08-02T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96085,"5257.3","1636-12-29T00:00:00Z","1638-01-02T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96086,"5258.1","1637-01-10T00:00:00Z","1637-10-30T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96087,"5259.2","1637-01-20T00:00:00Z","1637-08-17T00:00:00Z","Gamron","Wielingen","Gamron-Wielingen",139
96088,"5260.1","1637-01-20T00:00:00Z","1637-08-16T00:00:00Z","Gamron","Texel","Gamron-Texel",137
96089,"5261.1","1637-12-10T00:00:00Z","1638-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96090,"5262.2","1637-12-10T00:00:00Z","1638-07-18T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96091,"5263.7","1637-12-10T00:00:00Z","1638-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96092,"5264.5","1637-12-10T00:00:00Z","1638-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96093,"5265.4","1637-12-10T00:00:00Z","1638-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96094,"5266.3","1637-12-18T00:00:00Z","1638-07-18T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96095,"5267.3","1638-01-04T00:00:00Z","1638-07-17T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96096,"5268.5","1638-12-23T00:00:00Z","1639-07-21T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96097,"5269.1","1638-12-23T00:00:00Z","1639-07-20T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96098,"5270.4","1638-12-23T00:00:00Z","1639-07-20T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96099,"5271.3","1638-12-31T00:00:00Z","1639-07-20T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96100,"5272.2","1638-12-31T00:00:00Z","1639-07-21T00:00:00Z","Batavia","Goeree","Batavia-Goeree",126
96101,"5273.1","1639-01-13T00:00:00Z","1639-08- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96102,"5274.3","1639-01-13T00:00:00Z","1639-1639-1639T00:00:00Z","Batavia",\N,"Batavia",61
96103,"5275.2","1639-01-13T00:00:00Z","1639-1639-1639T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96104,"5276.4","1639-12-12T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96105,"5277.2","1639-12-18T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96106,"5278.1","1639-12-18T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96107,"5279.1","1639-12-18T00:00:00Z","1640-07-24T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96108,"5280.1","1640-01-08T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96109,"5281.1","1640-01-08T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96110,"5282.5","1640-01-08T00:00:00Z","1640-07-22T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96111,"5283.2","1640-01-11T00:00:00Z","1640-07-22T00:00:00Z","Negombo","Goeree","Negombo-Goeree",140
96112,"5284.6","1640-01-31T00:00:00Z","1640-08-15T00:00:00Z","Batavia","Zeeland","Batavia-Zeeland",123
96113,"5285.1","1640-01-31T00:00:00Z","1640-08-12T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96114,"5286.3","1640-12-01T00:00:00Z","1641-1641-1641T00:00:00Z","Batavia",\N,"Batavia",61
96115,"5287.6","1640-12-01T00:00:00Z","1641-06-17T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96116,"5288.4","1640-12-01T00:00:00Z","1641-06-29T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96117,"5289.4","1640-12-01T00:00:00Z","1641-06-17T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96118,"5290.1","1640-12-01T00:00:00Z","1641-06-29T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96119,"5291.5","1640-12-01T00:00:00Z","1641-06-29T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96120,"5292.1","1641-01-09T00:00:00Z","1642-04-08T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96121,"5293.2","1641-01-09T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96122,"5294.3","1641-01-09T00:00:00Z","1641-1641-1641T00:00:00Z","Batavia",\N,"Batavia",61
96123,"5295.1","1641-02-01T00:00:00Z","1641-1641-1641T00:00:00Z","Batavia",\N,"Batavia",61
96124,"5296.2","1641-12-13T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96125,"5297.1","1641-12-13T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96126,"5298.1","1641-12-13T00:00:00Z","1642-08-02T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96127,"5299.1","1641-12-13T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96128,"5300.4","1641-12-13T00:00:00Z","1642-08-02T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96129,"5301.1","1641-12-29T00:00:00Z","1642-07/08- T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96130,"5302.1","1641-12-29T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96131,"5303.5","1642-01-11T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96132,"5304.6","1642-01-11T00:00:00Z","1642-07-31T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96133,"5305.3","1642-12-13T00:00:00Z","1643-07-10T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96134,"5306.2","1642-12-13T00:00:00Z","1643-07-17T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96135,"5307.3","1642-12-13T00:00:00Z","1643-07-15T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96136,"5308.5","1642-12-13T00:00:00Z","1643-07-17T00:00:00Z","Batavia","Wielingen","Batavia-Wielingen",134
96137,"5309.1","1642-12-13T00:00:00Z","1643-07-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
96138,"5310.1","1642-12-13T00:00:00Z","1643-07-09T00:00:00Z","Batavia","Texel","Batavia-Texel",124
