1724,"alibanees",\N,59026
1726,"alibanees",\N,33106
1727,"alibanees",\N,22507
1729,"alibanees",\N,9996
1731,"alibanees",\N,9229
1732,"alibanees",698,18345
1735,"alibanees",\N,3761
1738,"alibanees",\N,5893
1741,"alibanees",\N,6636
1742,"alibanees",922,2611
1743,"alibanees",\N,1989
1751,"alibanees",\N,3224
1752,"alibanees",\N,9397
1753,"alibanees",\N,1887
1754,"alibanees",\N,7455
1780,"alibanees",2267,\N
1701,"alkatief",\N,3869
1702,"alkatief",\N,499
1703,"alkatief",\N,775
1707,"alkatief",\N,391
1709,"alkatief",\N,1503
1711,"alkatief",\N,1759
1712,"alkatief",\N,1659
1713,"alkatief",\N,590
1715,"alkatief",\N,1882
1722,"alkatief",\N,621
1724,"alkatief",\N,2210
1726,"alkatief",\N,126
1729,"alkatief",\N,146
1731,"alkatief",\N,934
1732,"alkatief",\N,928
1735,"alkatief",\N,36
1738,"alkatief",\N,959
1739,"alkatief",\N,3137
1741,"alkatief",\N,1967
1742,"alkatief",\N,275
1743,"alkatief",\N,165
1751,"alkatief",\N,370
1752,"alkatief",\N,892
1753,"alkatief",\N,409
1754,"alkatief",\N,77
1757,"alkatief",\N,39
1759,"alkatief",\N,2054
1762,"alkatief",\N,515
1773,"alkatief",89,\N
1775,"alkatief",1303,\N
1776,"alkatief",400,\N
1777,"alkatief",334,\N
1778,"alkatief",348,\N
1785,"alkatief",375,\N
1701,"allegias",\N,43294
1702,"allegias",\N,46243
1703,"allegias",\N,69147
1704,"allegias",\N,70866
1707,"allegias",\N,121325
1709,"allegias",\N,152600
1711,"allegias",\N,93385
1712,"allegias",\N,65889
1713,"allegias",\N,43757
1715,"allegias",\N,48772
1722,"allegias",\N,116134
1723,"allegias",\N,74562
1724,"allegias",\N,124976
1726,"allegias",\N,104555
1727,"allegias",\N,171577
1729,"allegias",\N,192815
1731,"allegias",\N,236148
1732,"allegias",\N,225568
1735,"allegias",\N,75966
1738,"allegias",\N,45291
1739,"allegias",\N,122869
1741,"allegias",\N,91116
1742,"allegias",7336,62938
1743,"allegias",\N,21333
1751,"allegias",\N,25526
1752,"allegias",\N,30293
1753,"allegias",\N,26105
1754,"allegias",\N,43191
1755,"allegias",\N,22427
1757,"allegias",\N,12411
1759,"allegias",\N,10665
1760,"allegias",\N,9781
1761,"allegias",\N,7078
1762,"allegias",\N,3536
1763,"allegias",\N,8679
1764,"allegias",\N,27082
1766,"allegias",\N,22511
1767,"allegias",\N,3350
1769,"allegias",3912,\N
1772,"allegias",1969,\N
1774,"allegias",1969,\N
1775,"allegias",4065,\N
1776,"allegias",2223,\N
1777,"allegias",9082,\N
1778,"allegias",11988,\N
1779,"allegias",10060,\N
1780,"allegias",7738,\N
1781,"allegias",1615,\N
1782,"allegias",606,\N
1785,"allegias",10622,\N
1787,"allegias",408,\N
1704,"almanak",\N,\N
1707,"almanak",\N,1
1713,"almanak",\N,0
1715,"almanak",\N,0
1722,"almanak",15,1
1723,"almanak",\N,0
1726,"almanak",\N,0
1727,"almanak",\N,0
1764,"almanak",\N,6
1712,"aloë",\N,2782
1713,"aloë",\N,2778
1722,"aloë",\N,3185
1723,"aloë",\N,4108
1724,"aloë",\N,3991
1726,"aloë",\N,3895
1727,"aloë",\N,1422
1729,"aloë",\N,17
1732,"aloë",\N,204
1751,"aloë",\N,305
1753,"aloë",\N,305
1759,"aloë",\N,4786
1760,"aloë",\N,4371
1761,"aloë",\N,5647
1773,"aloë",1445,\N
1777,"aloë",36,\N
1779,"aloë",22,\N
1781,"aloë",18,\N
1790,"aloë",8084,\N
1752,"aloëgom",\N,544
1755,"aloëgom",\N,1712
1790,"aloëgom",2980,\N
1715,"alsemolie",\N,7
1701,"aluin",\N,12956
1702,"aluin",\N,3461
1703,"aluin",\N,12262
1704,"aluin",\N,24
1707,"aluin",\N,0
1709,"aluin",\N,10663
1711,"aluin",\N,12540
1712,"aluin",\N,21874
1713,"aluin",\N,19
1715,"aluin",\N,3179
1722,"aluin",\N,7560
1723,"aluin",\N,6819
1724,"aluin",\N,5669
1727,"aluin",\N,0
1729,"aluin",40,5253
1732,"aluin",\N,7903
1735,"aluin",\N,14838
1738,"aluin",\N,14443
1739,"aluin",\N,8344
1741,"aluin",\N,13804
1742,"aluin",\N,3343
1743,"aluin",\N,3073
1751,"aluin",\N,2918
1752,"aluin",\N,25477
1753,"aluin",\N,12406
1754,"aluin",\N,12807
1755,"aluin",\N,18141
1757,"aluin",\N,14719
1759,"aluin",\N,15859
1760,"aluin",\N,5891
1761,"aluin",\N,426
1762,"aluin",\N,220
1763,"aluin",\N,144
1764,"aluin",\N,423
1766,"aluin",\N,674
1767,"aluin",\N,995
1769,"aluin",715,\N
1772,"aluin",13,\N
1773,"aluin",7,\N
1774,"aluin",244,\N
1775,"aluin",14,\N
1776,"aluin",55,\N
1777,"aluin",19,\N
1778,"aluin",2057,\N
1779,"aluin",23,\N
1780,"aluin",448,\N
1781,"aluin",95,\N
1783,"aluin",180,\N
1785,"aluin",447,\N
1787,"aluin",1,\N
1790,"aluin",14,\N
1701,"amandel",\N,291
1702,"amandel",\N,1123
1703,"amandel",\N,1947
1704,"amandel",\N,309
1709,"amandel",\N,1117
1711,"amandel",\N,292
1712,"amandel",\N,1729
1713,"amandel",\N,625
1715,"amandel",\N,896
1722,"amandel",\N,1699
1723,"amandel",\N,1314
1724,"amandel",\N,2020
1727,"amandel",\N,502
1729,"amandel",\N,3457
1731,"amandel",\N,1812
1738,"amandel",\N,3391
1739,"amandel",\N,4558
1741,"amandel",\N,196
1742,"amandel",\N,313
1743,"amandel",\N,162
