"title","record_type","latitude","longitude"
"Navatkuli","location","0","0"
"Pulopallai","location","0","0"
"Putur","location","0","0"
"Tampakamam","location","0","0"
"Tellippalai","location","0","0"
"Udupiddi","location","0","0"
"Uduvil","location","0","0"
"Vaddukoddai","location","0","0"
"Vannarponai","location","0","0"
"Varani","location","0","0"
"Analaitivu","location","9.670646","79.776335"
"Chinco","location","0","0"
"Bungku","location","-2.544815","121.972089"
"Paradeys","location","0","0"
"Witteboomen","location","0","0"
"Abuga","location","0","0"
"Malpa","location","0","0"
"Visserhoek","location","0","0"
"Ash Shihr","location","14.76318","49.606433"
"Bahrein","location","0","0"
"Matuaal","location","0","0"
"Silalauw","location","0","0"
"Daljosaphat","location","0","0"
"Boshof","location","0","0"
"Newland","location","0","0"
"Saccam","location","0","0"
"Castella","location","0","0"
"Pagodinho","location","0","0"
"Nannoe","location","0","0"
"Lumajang","location","-8.132351","113.222258"
"Banyuwangi","location","-8.208984","114.373333"
"Titaway","location","0","0"
"Syriam","location","16.764604","96.244683"
"Ava","location","21.866876","96.016449"
"Martaban","location","16.526126","97.608275"
"Elsjes Coraal","location","0","0"
"Bommelshoek","location","0","0"
"Paardeberg","location","0","0"
"Anjengo","location","8.672182","76.756085"
"Songkhla","location","7.2","100.5833333"
"Hoi An","location","15.878295","108.3166667"
"Kuala Linggi","location","0","0"
"Pangkor","location","0","0"
"Kuala Kedah","location","0","0"
"Phuket","location","7.880726","98.36666667"
"Huangpu","location","23.099944","113.5166667"
"Macao","location","22.18971","113.535962"
"St. Helena eiland","location","-15.925759","-5.717454"
"Tanjung West","location","0","0"
"Pondokgede","location","0","0"
"Cisarua","location","0","0"
"Madeira","location","32.778038","-16.988411"
"Daman","location","20.415028","72.832389"
"Cibinong","location","0","0"
"Hoorn","location","52.64072","5.057781"
"Rotterdam","location","51.91666667","4.483333333"
"Goa (India)","location","15.442015","73.881633"
"Quelimanie","location","0","0"
"Houtbay","location","0","0"
"Mosselbaai","location","0","0"
"Travancore","location","0","0"
"Vierendepatnam","location","0","0"
"St. Paul eiland","location","-38.725965","77.518787"
"Amsterdam eiland","location","-37.824972","77.558556"
"Cocos eilanden","location","0","0"
"Panaitan","location","0","0"
"Indragiri","location","0","0"
"Tarusan","location","0","0"
"Phnom Penh","location","11.58333333","104.9166667"
"Post aan de rivier Manumbagh","location","0","0"
"Raha","location","-4.831424","122.721012"
"Tifore","location","0","0"
"Mayu","location","0","0"
"Kota Tingi","location","1.466858","103.754854"
"Diu","location","20.715376","70.988324"
"S. Luzia","location","0","0"
"Tiruchchirappalli","location","10.8328","78.69401"
"Wancan","location","0","0"
"Verlaatene S.E. Compagnies post","location","-5.983333333","106.100543"
"Girie","location","0","0"
"Tanete","location","-4.541517","120.327044"
"Pantjana","location","0","0"
"Goed Begin, Logie","location","0","0"
"Port Elizabeth","location","-33.958383","25.617099"
"Gogodon","location","0","0"
"Carresoela","location","0","0"
"Abaqua","location","5.033333333","-2.2"
"Ankobra","location","4.883333333","-2.26438522"
"Akwida","location","4.75","-2.05"
"Takoradi","location","4.886501","-1.755459"
"Aggia","location","5.187628","-1.101644"
"Grand Popo","location","6.26812","1.760373"
"Ouidah","location","6.363838","2.083104"
"Kpone","location","5.68781850","0.059566"
"Keta","location","5.908470","0.991430"
"Jaquim","location","6.3407937","2.315526"
"Aneho","location","6.229811","1.590686"
"Offra","location","0","0"
"Save","location","8.033333333","2.483333333"
"Allada","location","6.665204","2.15116"
"Badagri","location","6.415187","2.882094"
"Arguin","location","20.59133073","-16.4623260"
"Portudal","location","14.46666667","-17"
"Rufisque","location","14.71478747","-17.2820091"
"Joal-Fadiout","location","14.17594070","-16.8510532"
"São Tomé","location","0.249938","6.604042"
"Principe","location","1.605854","7.395175"
"Tasso Island","location","8.55623840","-13.0761337"
"Mount, Cape","location","6.75","-11.3667726"
"Agathon","location","0","0"
"Annobon","location","-1.419494","5.632496"
"Benguela","location","-12.577769","13.400738"
"Loango","location","-4.633333333","11.83333333"
"Luanda","location","-8.812009","13.226159"
"Soyo","location","-6.132917","12.367208"
"Cabinda","location","-5.554097","12.189624"
"Malembo","location","-5.336216","12.18632"
"Albany","location","42.649112","-73.758945"
"Rensselaer","location","42.641851","-73.743632"
"Kingston","location","41.933611","-74.019444"
"Yonkers","location","40.932579","-73.899243"
"Jersey City","location","40.71666667","-74.05"
"New York","location","40.709922","-74.009771"
"Harlem","location","40.815108","-73.944912"
"Bergen","location","40.65","-74.13333333"
"Benin City","location","6.332872","5.622658"
"Corisco, Island","location","0.915774","9.318266"
"Mayumba","location","-3.432032","10.652761"
"Factorij J. van Roubergen","location","0","0"
"Freedland","location","40.83333333","-73.86666667"
"Flushing","location","40.762861","-73.833675"
"Maspeth","location","40.75","-73.93333333"
"Bushwick","location","40.695607","-73.921473"
"Flatbush","location","40.641963","-73.961341"
"Brooklyn","location","40.697056","-73.996444"
"Flatlands","location","40.629262","-73.933368"
"Hempstead","location","40.709272","-73.622847"
"Gravesend","location","40.591633","-73.976619"
"Gloucester City","location","39.895382","-75.118876"
"New Castle","location","39.660718","-75.564916"
"Lewes","location","38.776837","-75.143423"
"Burlington Island","location","40.092124","-74.845698"
"Philadelphia","location","39.955807","-75.161276"
"Wilmington","location","39.745833","-75.546667"
"Blommaerts Kil","location","0","0"
"Prince's Island","location","0","0"
"Hartford","location","41.765358","-72.672"
"Willemstad","location","12.105711","-68.933385"
"Otrobanda","location","12.107348","-68.936384"
"Pietermaai","location","12.103466","-68.926347"
"Pos Cabay","location","12.114775","-68.908582"
"St. Kruis","location","12.306015","-69.144613"
"Bullenbaai","location","12.194821","-69.023337"
"Crabbebaai","location","0","0"
"Vaersenbaai","location","12.160895","-69.00454"
"Piscaderabaai","location","12.119977","-68.968184"
"Fuik Baai","location","12.051319","-68.829706"
"Knip Baai","location","12.315761","-69.151236"
"Sint Michielsbaai","location","12.145613","-68.998697"
"Caracasbaai","location","12.073588","-68.861652"
"Philipsburg","location","18.024935","-63.049865"
"Bottom, The","location","17.626272","-63.249335"
"Barbara Strand","location","12.06666667","-68.85"
"Barbudo","location","0","0"
"Slagbaai","location","12.264203","-68.413358"
"Karpata","location","12.220025","-68.352112"
"Barcadera","location","0","0"
"Cabajé","location","0","0"
"Oranjestad","location","17.481917","-62.983861"
"Epe","location","6.580714","3.975134"
"Tumble Down Dick Bay","location","17.500827","-63.000587"
"White Hook","location","17.46666667","-62.96666667"
"Kay Bay","location","17.467938","-62.97798"
"Zeelandia Baai","location","17.507417","-62.981606"
"Back Off Bay","location","17.465236","-62.964268"
"Coculusbaai","location","17.519577","-62.999674"
"Concordia baai","location","17.502956","-62.977229"
"Corre Corre baai","location","17.487546","-62.948647"
"Compagnie Bay","location","17.495752","-62.96223"
"Smoke Alley","location","17.483333","-62.983333"
"Jenkin´s Bay","location","17.512574","-62.999089"
"Signal Hill","location","17.496939","-62.992523"
"Oranjestad Baai","location","17.48204","-62.987303"
"Anguilla","location","18.219894","-63.047848"
"Fort Bay","location","17.616405","-63.251725"
"Tent Bay","location","17.617008","-63.252565"
"Plymouth","location","11.221637","-60.777361"
"Black Rock","location","11.207113","-60.782701"
"Scarborough","location","11.183012","-60.737296"
"Punta de Araya","location","10.573041","-64.256988"
"Isla la Tortuga","location","10.93681","-65.329227"
"Unare rivier","location","0","0"
"Xingu rivier","location","0","0"
"Cajamue eiland","location","0","0"
"Tapajos rivier","location","0","0"
"Paru rivier, post aan de","location","0","0"
"Ilha Grande de Curupá","location","0","0"
"Sao Luís","location","-2.528095","-44.300709"
"Fortaleza","location","-3.724143","-38.525476"
"Natal","location","-5.783638","-35.206904"
"Joao Pessoa","location","-7.117245","-34.886749"
"Cabedelo","location","-6.970049","-34.834864"
"Restinga island","location","-6.992541","-34.858038"
"Itamaracà eiland","location","-7.748074","-34.824046"
"Vila Velha","location","-7.808729","-34.858344"
"Olinda","location","-8.008492","-34.85512"
"Nieuw-Utrecht","location","40.611346","-74.001292"
"Jamaica","location","40.70745","-73.784723"
"State Island","location","40.58333333","-74.13333333"
"Igarassu","location","-7.833123","-34.906023"
"Province Island (?)","location","40.1","-75.25"
"Recife Antigo","location","-8.05481","-34.871042"
"Varzea","location","-8.050094","-34.977171"
"Affogados","location","-8.073931","-34.909236"
"Boavista","location","-8.060844","-34.889073"
"Bom Jesus","location","0","0"
"Cabo de Santo Agostinho","location","-8.266666667","-35"
"Serinhaem","location","-8.590824","-35.116321"
"Rio Formoso","location","-8.583333333","-37.06666667"
"Porto Calvo","location","-9.056594","-35.398556"
"Paripueira","location","-9.466503","-35.546966"
"Santa Luzia do Norte","location","-9.604241","-35.822502"
"Marechal Deodoro","location","-9.717771","-35.899115"
"Penedo","location","-10.285025","-36.558924"
"Sergipe del Rey","location","-11.012455","-37.2133401"
"Salvador","location","-12.96666667","-38.48333333"
"Fernando de Noronha","location","-3.859116","-32.434587"
"Ipojuca","location","-8.399059","-35.063471"
"Chiloè Island","location","-42.66666667","-74"
"Castro","location","-42.482115","-73.763841"
"Valdívia","location","-39.81747","-73.2447187"
"San Juan","location","18.466217","-66.116717"
"Arebo","location","0","0"
"Cambamba","location","-8.166666667","14.75"
"Nieuw Middelburg (Gyuana)","location","0","0"
"Moruka kreek, post aan de","location","0","0"
"Kyk Overal","location","6.386037","-58.681136"
"Cayouni rivier, post aan de","location","0","0"
"Porto Marie","location","12.219506","-69.085425"
"Flag Island","location","6.780577","-58.515723"
"Cartabo","location","0","0"
"Arinda","location","5.872168570","-58.6124023"
"Ampa","location","6.497403","-58.573229"
"Georgetown","location","6.819483","-58.158975"
"Fort Nassau","location","5.75","-57.71666667"
"New Amsterdam","location","6.250374","-57.516103"
"Wironje Kreek, post aan de","location","0","0"
"Hardenbroek, post bij plantage","location","0","0"
"Savonette","location","0","0"
"Aquewayse Post","location","5.470414","-57.956421"
"Jcourouwa, post","location","0","0"
"Plaats zonder naam, Berbice","location","0","0"
"Concordia, post","location","5.716666667","-57.5"
"Apoera","location","5.162882","-57.163203"
"Epira","location","5.13309","-57.333283"
"Hurley","location","41.923834","-74.061334"
"Paramaribo","location","5.828596","-55.153066"
"Houttuin","location","5.75","-55.13333333"
"Charlotteville","location","11.318933","-60.551364"
"Torarica meer","location","5.316666667","-55.01666667"
"Zandpunt","location","0","0"
"Jodensavanne","location","5.427501","-54.90525"
"Pikin Saron?","location","0","0"
"Nieuw Amsterdam (Suriname)","location","5.885547","-55.087817"
"Sommelsdijk","location","5.8161224","-54.864544"
"Prins Willem Frederick","location","0","0"
"Rama","location","5.288443","-55.10264"
"Zeven Provincien","location","0","0"
"Armina","location","0","0"
"Batavia (Suriname)","location","5.71186","-55.876125"
"Brandwacht","location","0","0"
"Coronie","location","5.866666667","-56.31666667"
"Devil's Harwar","location","0","0"
"Gelderland","location","5.451745","-54.986705"
"Groningen","location","5.79649","-55.548105"
"Nieuw Nickerie","location","5.936472","-56.992021"
"Vredenburg","location","0","0"
"Hughesburg","location","0","0"
"De Hoop","location","5.732314","-55.100241"
"Imotappi","location","0","0"
"Mauritsburg","location","0","0"
"Oranjewoud","location","0","0"
"'s-Hertogenbosch","location","0","0"
"Honkoop","location","0","0"
"Republiek","location","5.496302","-55.206048"
"Victoria","location","5.146127","-54.99748"
"Uijtkijk","location","0","0"
"Charlotte Amelia","location","18.341898","-64.933076"
"Christiansted","location","17.74509","-64.704008"
"Tarrytown","location","41.077793","-73.859761"
"Meidorp","location","0","0"
"Comaribo","location","0","0"
"Borslem Island","location","6.599173","-58.216946"
"Aprowaco, post aan de","location","4","-52.5"
"Jan Pietersz. kolonie","location","0","0"
"Wacogenive rivier, post aan de","location","0","0"
"Wiapoco, post aan de","location","0","0"
"Cayenne","location","4.935929","-52.33278"
"St. Anna's dorp","location","12.11666667","-68.91666667"
"Road Town","location","18.423756","-64.620173"
"West End","location","18.387882","-64.697592"
"Mecoria","location","0","0"
"Appa 1","location","0","0"
"Tocujos eiland","location","0","0"
"Tobo","location","0","0"
"Westpunt (Curaçao)","location","12.370353","-69.154454"
"Tamandarè","location","-8.757234","-35.103661"
"Zuidkant","location","18.01666667","-63.06666667"
"Vergenoegd","location","0","0"
"Manila","location","14.604183","120.980358"
"Amsterdam","location","52.372874","4.899158"
"Middelburg","location","51.502118","3.614101"
"Delft","location","0","0"
"Enkhuizen","location","52.703175","5.292306"
"Erangh","location","0","0"
"Bellepatnam","location","0","0"
"Poelezeere","location","0","0"
"Madras","location","0","0"
"Nellore","location","0","0"
"Sadian bon Porte","location","0","0"
"Noordhoek","location","-34.102139","18.381829"
"Bandremoele","location","0","0"
"Tacome","location","0","0"
"onbekend Indonesië","location","0","0"
"Calamatta","location","0","0"
"Karaitivu","location","9.737144","79.876928"
"Werinama","location","-3.547902","130.181115"
"Lucelle","location","0","0"
"Lissidi","location","0","0"
"Seram Laut","location","0","0"
"Aruba","location","12.522391","-69.981766"
"Lisabata","location","-2.85","128.9666667"
"Salouky","location","0","0"
"Hinetelle","location","0","0"
"Sero Lauw","location","0","0"
"Ihamau","location","0","0"
"Point Pedro","location","9.816666667","80.23333333"
"Hoognodig","location","0","0"
"Post aan den berg","location","0","0"
"Paretiture","location","0","0"
"Tenimber","location","0","0"
"Tangail","location","24.249175","89.914681"
"Bhadrackh","location","21.08333333","86.6"
"Tessindia","location","0","0"
"Chittagong","location","22.327767","91.825347"
"Kindua","location","0","0"
"Bijapur","location","16.78333333","75.8"
"Antananarivo","location","-18.911321","47.53026"
"Post aan de rivier Maningaar","location","0","0"
"Marbongh","location","0","0"
"Middelburg","location","0","0"
"St. Louis","location","16.02407699","-16.4970334"
"Rajbagh","location","0","0"
"Adams Peak","location","0","0"
"Canjé rivier, post aan de","location","0","0"
